,title,city,address,stars,text,textTranslated,text_PL,text_EN
939,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Najlepszy kebab w mieście ☺️ zawsze miła obsługa,,Najlepszy kebab w mieście ☺️ zawsze miła obsługa,The best kebab in the city always nice service
940,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",1,"Tortilla cała mokra dojechała, w środku mięsa znikoma ilość, a w zestawie frytki chyba sprzed tygodnia, ostatnie zamówienie z tej sieci",,"Tortilla cała mokra dojechała, w środku mięsa znikoma ilość, a w zestawie frytki chyba sprzed tygodnia, ostatnie zamówienie z tej sieci","The tortilla all wet arrived, in the middle of the meat a small amount, and in a set of fries probably from a week ago, the last order from this network"
941,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",4,Jeśli chodzi o jedzenie to moim zdaniem jeden z lepszych kebabów w Rzeszowie. Co do lokalu to nadaje się jedynie do zamawiania na wynos. W środku mało miejsca i mało kameralnie,,Jeśli chodzi o jedzenie to moim zdaniem jeden z lepszych kebabów w Rzeszowie. Co do lokalu to nadaje się jedynie do zamawiania na wynos. W środku mało miejsca i mało kameralnie,"As far as food is concerned, it is one of the best kebabs in Rzeszów. As far as the place is concerned, it is only suitable for ordering take-out."
942,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",1,Jedna wielka tragedia zero mięsa same dziadostwo,,Jedna wielka tragedia zero mięsa same dziadostwo,One great tragedy zero meat all junk
944,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",1,"Niedopuszczalne jest to, żeby podać odgrzany kebab który był wcześniej przygotowany... zawiodłem się strasznie bo lubiłem ten kebab",,"Niedopuszczalne jest to, żeby podać odgrzany kebab który był wcześniej przygotowany... zawiodłem się strasznie bo lubiłem ten kebab",It's unacceptable to serve a hot kebab that was pre-prepared... and I was so disappointed because I liked that kebab.
945,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Ok!!!,,Ok!!!,Ok!!!
946,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",1,Nie polecam pióra w zamówieniu;)),,Nie polecam pióra w zamówieniu;)),I do not recommend a pen in order;)))
953,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",4,Kebab w bułce z sosem łagodnym kurczak,,Kebab w bułce z sosem łagodnym kurczak,Kebab in a bun with mild chicken sauce
955,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",3,"Caraz mniejsze porcje. Bez różnicy w wadze czy duży czy mały. Bardzo dużo sałaty i 3 plastry mięsa.
Plus za sosy.
Ale popsuli się z wielkością.",,"Caraz mniejsze porcje. Bez różnicy w wadze czy duży czy mały. Bardzo dużo sałaty i 3 plastry mięsa.
Plus za sosy.
Ale popsuli się z wielkością.","Lots of salads and three slices of meat, plus the sauces, but they've ruined their size."
957,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Najsmaczniejszy kebab w RZE jak dla mnie,,Najsmaczniejszy kebab w RZE jak dla mnie,The tastiest kebab in the E.R. for me
958,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,"Sosu i mięsiwa mi jeszcze nie pożałowali, jedzenie smaczne, a jak ostre to grzeje i brzuszek i serce, choć nie piecze dwa razy",,"Sosu i mięsiwa mi jeszcze nie pożałowali, jedzenie smaczne, a jak ostre to grzeje i brzuszek i serce, choć nie piecze dwa razy","Sauce and meat haven't regretted me yet, tasty food, and how spicy it warms and tummy and heart, though it doesn't bake twice."
959,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Very delicious really I recommend it for you 😋,"Bardzo pyszne, naprawdę polecam Wam 😋","Bardzo pyszne, naprawdę polecam Wam 😋",Very delicious. I really recommend you guys.
962,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Bardzo miła obsługa i zawsze szybko,,Bardzo miła obsługa i zawsze szybko,Very nice service and always fast
966,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Dobre,,Dobre,That's good.
967,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Najlepszy Kebab w Rzeszowie,,Najlepszy Kebab w Rzeszowie,Best Kebab in Rzeszów
968,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Pychotka,,Pychotka,Yummy
974,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Rewelacja!,,Rewelacja!,That's great!
976,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Супер,Świetnie,Świetnie,Great.
977,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",2,"Tym razem kebab bez sosu, mimo, że miał być mieszany, płaski, głównie kapusta.",,"Tym razem kebab bez sosu, mimo, że miał być mieszany, płaski, głównie kapusta.","This time a kebab without sauce, even though it was supposed to be mixed, flat, mostly cabbage."
981,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Polecam,,Polecam,I recommend
982,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Zawsze klasa,,Zawsze klasa,Always classy.
984,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Super,,Super,Great.
987,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Obsługa miła i zabawna. Kebsiki bardzo dobre. Ceny nie za wysokie. Muzyczka super.,,Obsługa miła i zabawna. Kebsiki bardzo dobre. Ceny nie za wysokie. Muzyczka super.,Service nice and funny. Kebsiki very good. Prices not too high. Music super.
989,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,"Byłam dzisiaj po trzy zestawy na wynos. W domu jak otworzyliśmy nie mogliśmy uwierzyć. Było tego tak dużo, jak w mega zestawie choć wzięłam małe. Gorące świeże frytki,dużo mięsa i sałaty. Jak nigdy w innych Dara kebab w małych zestawach nie zostawało nic,wszystko było zjedzone, a w tym na Leskiej było tak dużo , że nie dało rady zjeść. Obsługa bardzo miła,szybka realizacja zamówienia, czekałam ok 5 minut na zestawy. Jestem mega zadowolona z kebaba i szybkiej miłej atmosfery.
Polecam Dara kebab na ul.Leskiej .
Ps: dziękuję za lizaka 🍭 😃",,"Byłam dzisiaj po trzy zestawy na wynos. W domu jak otworzyliśmy nie mogliśmy uwierzyć. Było tego tak dużo, jak w mega zestawie choć wzięłam małe. Gorące świeże frytki,dużo mięsa i sałaty. Jak nigdy w innych Dara kebab w małych zestawach nie zostawało nic,wszystko było zjedzone, a w tym na Leskiej było tak dużo , że nie dało rady zjeść. Obsługa bardzo miła,szybka realizacja zamówienia, czekałam ok 5 minut na zestawy. Jestem mega zadowolona z kebaba i szybkiej miłej atmosfery.
Polecam Dara kebab na ul.Leskiej .
Ps: dziękuję za lizaka 🍭 😃","I had three takeout kits today. At home we couldn't believe it. It was as much as in the mega set though I took small. Hot fresh fries, big meat and lettuce. As never in other Dara kebabs in small sets there was nothing left, everything was eaten, and there was so much in Leska that you couldn't eat. Service very nice, quick delivery, I waited about 5 minutes for sets. I am mega satisfied with kebab and a quick atmosphere. I recommend Dara kebab on ul.Leska. Ps: thank you for the lollipop."
994,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Bardzo smaczny kebab i obsługa miło podchodzi do klienta 😋,,Bardzo smaczny kebab i obsługa miło podchodzi do klienta 😋,Very tasty kebab and service nicely approaches the customer
997,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,👍🏻,,👍🏻,"Okay, okay."
1000,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",1,Sama kapusta tragedia,,Sama kapusta tragedia,Tragic cabbage alone
1008,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Rzeszow için en iyisi.,Najlepszego dla Rzeszowa.,Najlepszego dla Rzeszowa.,Happy birthday to Rzeszow.
1010,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Super kebab,Super kebaby,Super kebaby,Super kebabs
1015,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,"Bardzo miłe pracownicy, teraz tam najlepsze kebaby są 🥰",,"Bardzo miłe pracownicy, teraz tam najlepsze kebaby są 🥰","Very nice employees, now there are the best kebabs there are"
1017,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Zestaw na talerzu z kurczakiem jeden z lepszych jakie jadłem.,,Zestaw na talerzu z kurczakiem jeden z lepszych jakie jadłem.,A kit on a plate of chicken one of the best I've ever had.
1027,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,super kebab bardzo polecam!!❤️,,super kebab bardzo polecam!!❤️,super kebab very recommend!!
1028,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Ulubiony kebab w Rzeszowie,,Ulubiony kebab w Rzeszowie,Favorite kebab in Rzeszów
1031,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Na Grunwaldzkiej najlepszy!,,Na Grunwaldzkiej najlepszy!,By the best of Grunwald.
1036,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,"Pyszne jedzenie, bardzo miła obsługa, polecam!",,"Pyszne jedzenie, bardzo miła obsługa, polecam!","Delicious food, very nice service, I recommend!"
1037,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",4,Szczery i uczciwy kebab,,Szczery i uczciwy kebab,An honest and honest kebab
1040,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,"Pyszny kebab, świetna obsługa👌🏻",,"Pyszny kebab, świetna obsługa👌🏻","Delicious kebab, great service"
1044,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Bardzo fajna obsługa,,Bardzo fajna obsługa,Very nice service.
1046,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,sztuczki top,,sztuczki top,Top Tricks
1047,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Fantastyczne sztuczki z kebabem,,Fantastyczne sztuczki z kebabem,Fantastic kebab tricks
1048,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",1,"Mięsa w kebabie na pewno nie ma deklarowanego gabarytu, sama surówka. Pan przyjmujący zamówienie nic nie słyszy przez plexe i muzykę która gra w lokalu. Kebaby były zamówione 2 takie same, w obu większość przekroju to surówka.",,"Mięsa w kebabie na pewno nie ma deklarowanego gabarytu, sama surówka. Pan przyjmujący zamówienie nic nie słyszy przez plexe i muzykę która gra w lokalu. Kebaby były zamówione 2 takie same, w obu większość przekroju to surówka.","The meat in the kebab certainly doesn't have the declared size, the pig iron itself. The master accepting the order doesn't hear anything by plexe and the music that plays at the place. Kebabs were ordered 2 the same, in both the majority of sections is the pig iron."
1049,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,"Jak zawsze świeżo, smacznie i szybko :)",,"Jak zawsze świeżo, smacznie i szybko :)","As always fresh, tasty and fast:)"
1056,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Moim zdaniem najlepszy kebab 😍,,Moim zdaniem najlepszy kebab 😍,I think it's the best kebab ever.
1057,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",4,Minus gwiazdka za wysoką cenę minimalnego zamówienia za dowóz.,,Minus gwiazdka za wysoką cenę minimalnego zamówienia za dowóz.,Minus the star for the high price of the minimum delivery order.
1058,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",1,do tych za przeproszeniem pacanow mozna mowic 5 razy co sie chce a i tak dadza cos innego. jak sie nie potrafi jezyka to sie nie pracuje,,do tych za przeproszeniem pacanow mozna mowic 5 razy co sie chce a i tak dadza cos innego. jak sie nie potrafi jezyka to sie nie pracuje,to those who apologize to puppets you can say five times what you want and still give something else. if you can't speak it you don't work
1059,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,"Jedzenie jak zwykle bardzo smaczne, obsługa miła tylko trochę mało miejsca. Może jakiś ogródek na zewnątrz?",,"Jedzenie jak zwykle bardzo smaczne, obsługa miła tylko trochę mało miejsca. Może jakiś ogródek na zewnątrz?","Eating as usual very tasty, service only nice little space."
1063,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Świetna obsługa i świetny kebab 💪,,Świetna obsługa i świetny kebab 💪,Great service and great kebab
1067,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Burger polecam świetny 👌,,Burger polecam świetny 👌,I recommend a great Burger.
1071,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",3,"smakowo kebab bardzo przeciętny, typowy średniak ani zły ani dobry nie obrzydza - jest bo jest i tyle.
Jesteś głodny i przechodzisz to śmiało szamaj bo porcje są naprawde duże a kebab jest jak najbardziej zjadliwy, jeśli masz ochotę na kebaba i chodzi za tobą od jakiegoś czasu, nie wiem byłeś na diecie i chcesz pozwolić sobie na coś naprawdę wybitnego to nie tu, kebab taki jakich miliony w każdej polskiej miejscowości. Na plus miła
obsługa i duże porcje.",,"smakowo kebab bardzo przeciętny, typowy średniak ani zły ani dobry nie obrzydza - jest bo jest i tyle.
Jesteś głodny i przechodzisz to śmiało szamaj bo porcje są naprawde duże a kebab jest jak najbardziej zjadliwy, jeśli masz ochotę na kebaba i chodzi za tobą od jakiegoś czasu, nie wiem byłeś na diecie i chcesz pozwolić sobie na coś naprawdę wybitnego to nie tu, kebab taki jakich miliony w każdej polskiej miejscowości. Na plus miła
obsługa i duże porcje.","Tasteful kebab very average, typical medium neither bad nor good disgusts - it is because it is enough. You are hungry and you are going through it boldly shamay because the portions are really big and the kebab is as virulent as possible if you want a kebab and follow you for a while, I do not know you have been on a diet and you want to allow yourself something really outstanding it is not here, kebab such as millions in every Polish village."
1073,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",1,"Niestety, zamówione dwa kebaby studenckie na wynos okazały się spalone, obsługa dyskutowała zawzięcie nad czymś i chyba nie dopilnowała grilla. Smaku zero, sosów praktycznie brak, pita nie do zjedzenia. Niestety ostatnia wizyta",,"Niestety, zamówione dwa kebaby studenckie na wynos okazały się spalone, obsługa dyskutowała zawzięcie nad czymś i chyba nie dopilnowała grilla. Smaku zero, sosów praktycznie brak, pita nie do zjedzenia. Niestety ostatnia wizyta","Unfortunately, the ordered two college kebabs to take out turned out to be burned, the staff discussed something fierce and probably didn't look after the barbecue. Taste of zero, sauces practically missing, pita unattainable. Unfortunately the last visit"
1074,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",1,Dostałam spalonego kebaba na wynos :(,,Dostałam spalonego kebaba na wynos :(,I got a burnt kebab to go.
1075,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Chłopaki żartownisie. Fajna atmosfera,,Chłopaki żartownisie. Fajna atmosfera,"Guys, jokers."
1078,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Serdecznie polecam 🙂,,Serdecznie polecam 🙂,I highly recommend 🙂
1079,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",1,Ostatnio wołowina smakuje tragicznie - nie da się tego jeść. Zmiany mięsa na duży minus.,,Ostatnio wołowina smakuje tragicznie - nie da się tego jeść. Zmiany mięsa na duży minus.,Beef tastes tragic lately - you can't eat it. Meat changes to the big minus.
1083,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,"Dla mnie kebab kojarzy się z Dara.
Jakość się nie zmienia i to mi się podoba.
Obsługa miła   lizak dla dzieci . Świetny pomysł.
Dbają o czystość.
Polecam",,"Dla mnie kebab kojarzy się z Dara.
Jakość się nie zmienia i to mi się podoba.
Obsługa miła   lizak dla dzieci . Świetny pomysł.
Dbają o czystość.
Polecam","For me, the kebab is associated with Dara. Quality does not change and I like it. Service nice lollipop for children. Great idea. They care about purity. I recommend"
1084,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Kebab dobry ale trochę piekło w łazience,,Kebab dobry ale trochę piekło w łazience,Kebab good but a little hell in the bathroom
